mediaID,mainTitle,broadcaster,longSummary,shortSummary,icons,subTitle,thumbnail,shareLink,Topic,season
KN_1693924,SpangaS,KRO-NCRV,"Shirley denkt dat Lef over haar heen is, maar is dat zo? Caro wil niet in een groepje met Dylan en twijfelt aan haar gevoelens voor Devin. Reggy betrapt Otis in de docentenkamer. Wat doet Otis daar?","Shirley denkt dat Lef over haar heen is, maar is dat zo? Caro wil niet in een groepje met Dylan en twijfelt aan haar gevoelens voor Devin. Reggy betrapt Otis in de docentenkamer. Wat doet Otis daar?","leeftijd-9,angst",31 okt 2017 18:15 - Seizoen 17 Afl. 42 - Verrassend weerzien,https://images.npo.nl/header/2560x1440/967737.jpg,https://www.npostart.nl/KN_1693924,54,17
KN_1699850,Geloofsgesprek,KRO,"Op de zondag van de Sneekweek openen de kerken hun deuren om er voor iedereen te kunnen zijn. Dan kan het gebeuren dat er 2500 mensen op een middag binnenkomen. God ontdek je altijd indirect, via een omweg. Daarom is het zo belangrijk dat kerken uitnodigen. Via de liefde voor het orgel is Van der Weide weer gelovig geworden en heeft God ontdekt en via de mediavieringen kan hij het goede doorgeven.","Tijdens de Sneekweek openen de kerken hun deuren om er voor iedereen te kunnen zijn. God ontdek je altijd indirect, via een omweg. Daarom is het zo belangrijk dat kerken uitnodigen.",leeftijd-al, 5 aug 2018 10:15 - Seizoen 2018 Afl. 28 - Peter van der Weide,https://images.npo.nl/header/2560x1440/1075481.jpg,https://www.npostart.nl/KN_1699850,44,2018
AT_300004590,Zin in Zappelin,AVROTROS,"Vrolijk kleuterprogramma. Fenna Ramos woont met haar beste vriend en knuffel Zappie in een zappelin. Overal waar Fenna is, is Zappie ook. De hele dag door beleeft Fenna avonturen, vertelt ze verhalen, speelt ze spelletjes en kookt, knutselt en zingt ze vanuit haar woonkamer, slaapkamer of moestuin.","Vrolijk kleuterprogramma. Fenna Ramos woont samen met haar beste vriend en knuffel Zappie in een zappelin. Overal waar Fenna is, is Zappie.",leeftijd-al,Di 30 nov 07:52 - Seizoen 2022 Afl. 71 - Bewegen: Praten met je handen,https://images.npo.nl/header/2560x1440/1642198.jpg,https://www.npostart.nl/AT_300004590,59,2022
POW_04671291,Goedemorgen Nederland,WNL,"Te gast zijn diplomatiedeskundige Robert van de Roer, campagnestrateeg Frits Huffnagel en voorzitter MKB-Nederland Jacco Vonhof. Met hen hebben we het over Hugo de Jonge, het leiderschap van het CDA en andere politieke kopstukken die in de race zijn als lijsttrekker. En we hebben het over wat alle pensioenplannen betekenen voor ondernemers en de portemonnee van de gepensioneerde.","Te gast: Robert van de Roer, Frits Huffnagel en Jacco Vonhof.",leeftijd-al,19 jun 2020 08:10 - Seizoen 2020 Afl. 119 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/1407301.jpg,https://www.npostart.nl/POW_04671291,32,2020
POW_02936032,Goedemorgen Nederland,WNL,Malik Azmani (VVD) over asielbeleid en Mark Koster over Heel Holland Bakt en de blamage van Oranje.,Malik Azmani (VVD) over asielbeleid en Mark Koster over Heel Holland Bakt en de blamage van Oranje.,leeftijd-al, 7 sep 2015 07:10 - Seizoen 40 Afl. 1 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/648925.jpg,https://www.npostart.nl/POW_02936032,32,40
KN_1728430,SpangaS,KRO-NCRV,Olivier doet Gioia een belofte: hij neemt haar mee op date zonder dat Lesley kan storen. Maxima maakt zich zorgen om JJ's gezondheid en onderneemt zonder medeweten van JJ actie tegen Faya shots.,Olivier doet Gioia een belofte: hij neemt haar mee op date zonder dat Lesley kan storen. Maxima maakt zich zorgen om JJ's gezondheid en onderneemt zonder medeweten van JJ actie tegen Faya shots.,"leeftijd-9,angst,grof_taalgebruik",Di 22 mrt 18:00 - Seizoen 23 Afl. 106 - Offline,https://images.npo.nl/header/2560x1440/1682039.jpg,https://www.npostart.nl/KN_1728430,54,23
POW_05126087,Noord-Zuid-Oost-West,MAX,"Nierpatiënt Stanley de Fretes uit Doetinchem deed een oproep bij Omroep Gelderland voor een donornier. Jacky Andrews wilde hem graag haar nier geven. Anderhalf jaar na zijn oproep krijgt Stanley zijn nieuwe nier. Hij kan beginnen aan zijn nieuwe leven, totdat het noodlot toeslaat.","Nierpatiënt Stanley krijgt een donornier en kan beginnen aan zijn nieuwe leven, totdat het noodlot toeslaat.",leeftijd-al,Ma 22 nov 18:20 - Seizoen 1 Afl. 220 - GLDDoc: Nier gevonden,https://images.npo.nl/header/2560x1440/1600018.jpg,https://www.npostart.nl/POW_05126087,54,1
POW_04560907,Goedemorgen Nederland,WNL,"Te gast zijn parlementair verslaggever van NRC Barbara Rijlaarsdam, politiek analist Splinter Chabot en hoofdredacteur van Vorsten Justine Marcella. Met hen hebben wij het over de nieuwjaarsreceptie van het Koningspaar en rechters die steeds vaker op de stoel van politici zitten.","Te gast zijn parlementair verslaggever van NRC Barbara Rijlaarsdam, politiek analist Splinter Chabot en hoofdredacteur van Vorsten Justine Marcella.",leeftijd-al,14 jan 2020 07:10 - Seizoen 2020 Afl. 7 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/1322332.jpg,https://www.npostart.nl/POW_04560907,32,2020
POW_00435100,Raad eens hoeveel ik van je hou,NTR,Hazeltje wou dat hij net als zijn vrienden een bijzondere staart had. Zo kan Vos met haar staart koelte toewuiven en Kleine Veldmuis kan haar eigen staart achterna zitten. Hazeltjes vrienden helpen hem om een nieuwe staart te zoeken. Uiteindelijk weet Grote Haas Hazeltje ervan te overtuigen dat ook zijn staart bijzonder is.,Hazeltje wou dat hij net als zijn vrienden een bijzondere staart had. Zo kan Vos met haar staart koelte toewuiven en Kleine Veldmuis kan d'r eigen staart achterna zitten.,leeftijd-al,25 jan 2013 12:37 - Seizoen 1 Afl. 16 - Een nieuwe staart,https://images.npo.nl/header/2560x1440/291216.jpg,https://www.npostart.nl/POW_00435100,54,1
AT_2130089,Zin in Zappelin,AVROTROS,"Vrolijk programma voor kleuters. Fenna Ramos woont samen met haar beste vriend en knuffel Zappie in een zappelin. Overal waar Fenna is, is Zappie ook. De hele dag door beleeft Fenna avonturen, vertelt ze verhalen, speelt ze spelletjes en kookt, knutselt en zingt ze vanuit haar woonkamer, slaapkamer of moestuin voor de allerkleinste kijkers.","Vrolijk programma voor kleuters. Fenna Ramos woont met haar beste vriend en knuffel Zappie in een zappelin. Overal waar Fenna is, is Zappie.",leeftijd-al,24 dec 2019 07:23 - Seizoen 3 Afl. 12 - Logeren - Verhaal 'Het sokkenmonster',https://images.npo.nl/header/2560x1440/1312908.jpg,https://www.npostart.nl/AT_2130089,59,3
VPWON_1308693,De Kennis van Nu,NTR,"Op het Max Planck Instituut in Konstanz, Duitsland, heeft bioloog Iain Couzin een speeltuin voor biologen gecreëerd. Cameraatjes volgen groepen vissen, sprinkhanen balanceren op een bal in een virtual reality-bak en vogels vliegen rond met kleine rugzakjes, waarmee al hun gesprekken worden afgeluisterd. Ondertussen probeert een groep Hongaarse robotici met drones een zwerm na te bootsen. In de VS past softwareontwikkelaar Louis Rosenberg de zwermintelligentie van honingbijen toe op de maatschappij: 'We kunnen mensen verbinden en een groot superbrein vormen'.",De betoverende dans van de vogelzwerm wordt al heel lang gezien als een groot mysterie. Het lukt wetenschappers steeds beter om het geheim te ontrafelen.,leeftijd-al,De Kennis van Nu special: Het Geheim van de Zwerm,https://images.npo.nl/header/2560x1440/1462623.jpg,https://www.npostart.nl/VPWON_1308693,44,0
KN_1697581,Geloofsgesprek,KRO,"Het verhaal van een innerlijke reis door een leven met pijn, dat resulteert in katholiek worden. Het leven zit niet altijd. Je bent moeder van een opgroeiende zoon en je hebt pijn, veel pijn. Je kunt dat niet verbinden met je dagelijkse geloof en gaat op zoek naar de mystiek. Je verdiept je in Johannes van het Kruis en ontdekt dat de leegte van de pijn de ruimte is om Christus te ontmoeten. Je gaat verder zoeken en komt in een contemplatief klooster. Daar gebeurt het wonder aan je. Christus is voor jou: vanuit de leegte naar de volheid. Daarom kan Frannie niet anders dan ja zeggen tegen Christus in de eucharistie. En dat betekent: katholiek worden, gevormd worden in de Paaswake.",Een innerlijke reis door een leven met pijn is de tocht die Frannie Homburg maakte.,leeftijd-al,29 apr 2018 10:15 - Seizoen 2018 Afl. 16 - Frannie Homburg,https://images.npo.nl/header/2560x1440/1042390.jpg,https://www.npostart.nl/KN_1697581,54,2018
POW_04878739,MAX Ouderenjournaal,MAX,"Positief, hoopvol, informatief en inspirerend nieuws, toegespitst op de situatie van ouderen in tijden van sociale afstand.","Positief, hoopvol, informatief en inspirerend nieuws, toegespitst op de situatie van ouderen in tijden van sociale afstand.",leeftijd-al,30 nov 2020 16:35 - Seizoen 2 Afl. 6 - MAX Ouderenjournaal,https://images.npo.nl/header/2560x1440/1508440.jpg,https://www.npostart.nl/POW_04878739,44,2
BNN_101377999,Je Zal Het Maar Hebben,BNN,"Tim ontmoet de 23-jarige Marvin, hij lijdt aan het syndroom van Gilles de la Tourette: een aandoening die zich uit in ongecontroleerde spierbewegingen. Daarnaast heeft hij last van vocale tics, zoals grommen, snuiven en het roepen van willekeurige scheldwoorden. Uit schaamte leefde Marvin twee jaar als een kluizenaar. Maar nu is het zijn tijd om te shinen en werkt hij hard aan zijn carrière als professioneel model. Ook gaat Tim op pad met de 19-jarige Robin die door een val van haar paard in coma raakte en zwaar hersenletsel opliep. Hierdoor is het een chaos in haar hoofd en komen alle beelden en omgevingsgeluiden keihard bij haar binnen. Na jaren revalideren heeft Robin de weg omhoog gevonden en inmiddels geeft ze bootcamp-les aan bejaarden.",Tim volgt Marvin die lijdt aan het syndroom van Gilles de la Tourette. En hij ontmoet Robin die een hersenletsel heeft.,leeftijd-al,23 feb 2016 21:20 - Seizoen 15 Afl. 2 - Marvin & Robin,https://images.npo.nl/header/2560x1440/716539.jpg,https://www.npostart.nl/BNN_101377999,44,15
POW_00727147,Dance Academy,AVRO,"Het laatste jaar is aangebroken voor de studenten aan de National Dance Academy in Sydney. Het wordt duidelijk dat ze niet alleen vrienden zijn, maar ook rivalen...","Het laatste jaar is aangebroken voor de studenten aan de National Dance Academy in Sydney. Het wordt duidelijk dat ze niet alleen vrienden zijn, maar ook rivalen...","leeftijd-9,angst,grof_taalgebruik",15 mei 2014 16:06 - Seizoen 3 Afl. 3 - Tweede kansen,https://images.npo.nl/header/2560x1440/934058.jpg,https://www.npostart.nl/POW_00727147,54,3
POW_04087246,Nederland in Beweging,MAX,Wilt u investeren in uw gezondheid? Meedoen betekent dat u al een kwartier beweegt van het aanbevolen dagelijkse half uur.,Wilt u investeren in uw gezondheid? Meedoen betekent dat u al een kwartier beweegt van het aanbevolen dagelijkse half uur.,leeftijd-al, 4 nov 2019 09:15 - Seizoen 2019 Afl. 220 - Nederland in Beweging!,https://images.npo.nl/header/2560x1440/1244363.jpg,https://www.npostart.nl/POW_04087246,46,2019
KN_1714900,BinnensteBuiten,KRO-NCRV,"Helga en Wilko Spiering kopen in 2016 een prachtig jaren 20-pand in Zeist. Het pand doet op dat moment dienst als kantoorpand en ze moeten het volledig verbouwen. Gelukkig hebben ze zoveel mogelijk van de authentieke elementen bewaard of gered, zoals de ornamenten en de mooie en-suitedeuren. Ze verbouwen het geheel naar eigen smaak, waar iedereen, inclusief de vier kinderen, een eigen plekje heeft. * In België, net over de Nederlandse grens, ligt Arboretum Kalmthout. De tuin is meer dan 150 jaar oud en herbergt allerlei bijzondere bomen, planten en struiken van over de hele wereld. In deze tijd van het jaar bloeit de kerselaar, ofwel de prunus, uitbundig. Conservator Abraham Rammeloo laat vol trots de meest bijzondere exemplaren uit 'zijn' arboretum zien.",Een kantoorpand omgebouwd tot droomhuis en bloeiende kerselaars in Arboretum Kalmthout.,leeftijd-al,28 jun 2020 19:20 - Seizoen 7 Afl. 11 - BinnensteBuiten,https://images.npo.nl/header/2560x1440/1408389.jpg,https://www.npostart.nl/KN_1714900,59,7
POW_03055129,Goedemorgen Nederland,WNL,Te gast zijn musicalproducent Albert Verlinde over zijn nieuwe mega-productie de Lion King en echtscheidingsadvocaat Mark Teurlings.,Te gast zijn musicalproducent Albert Verlinde over zijn nieuwe mega-productie de Lion King en echtscheidingsadvocaat Mark Teurlings.,leeftijd-al,17 feb 2016 08:10 - Seizoen 51 Afl. 33 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/714002.jpg,https://www.npostart.nl/POW_03055129,46,51
AT_300003633,Mollenstreken,AVROTROS,Speurneus Lavezzi Rutjes is terug om de Mol te ontmaskeren! In zijn eigen studio bespreekt hij de nieuwste aflevering van Wie is de Mol? Samen met zijn mollenkijkers zoekt Lavezzi naar geheime hints en verdachte mollenstreken om antwoord te geven op die ene vraag: Wie is de Mol?,Speurneus Lavezzi Rutjes is terug om de Mol te ontmaskeren! In zijn eigen studio bespreekt hij de nieuwste aflevering van Wie is de Mol?,leeftijd-al,Zo 27 feb 18:45 - Seizoen 3 Afl. 9 - Mollenstreken,https://images.npo.nl/header/2560x1440/1675002.jpg,https://www.npostart.nl/AT_300003633,54,3
AT_300002024,Draadstaal,AVROTROS,"In dit satirische sketchprogramma met Jeroen van Koningsbrugge en Dennis van de Ven zijn er naast vele nieuwe personages en een verse lading bijzondere First Dates natuurlijk ook moderne klassiekers als Fred en Ria, Joop en Leon in de snackbar en de onnavolgbare weerman.",Satirisch sketchprogramma met Jeroen van Koningsbrugge en Dennis van de Ven.,"leeftijd-al,grof_taalgebruik",Zo 13 feb 21:55 - Seizoen 12 Afl. 6 - Draadstaal,https://images.npo.nl/header/2560x1440/1670184.jpg,https://www.npostart.nl/AT_300002024,54,12
POW_00316218,Weg met 3,BNN,Je wilt deze zomer iets van de wereld zien? Dan kun je het beste thuis blijven! De allerbeste reisfragmenten ooit van de publieke omroep zijn te zien. Van de hard-core reizen van Floortje Dessing in het Oostblok tot de legendarische poepduik van Katja Schuurman in Mexico en van een tijgerende Marc-Marie in donker Afrika tot Paul Luycx die vast zit in een gletscherspleet voor Jules Unlimited.,Je wilt deze zomer iets van de wereld zien? Dan kun je het beste thuis blijven! De allerbeste reisfragmenten ooit van de publieke omroep zijn te zien.,"leeftijd-9,angst,grof_taalgebruik", 6 aug 2010 19:30 - Seizoen 1 Afl. 10 - Weg met 3,https://images.npo.nl/header/2560x1440/338525.jpg,https://www.npostart.nl/POW_00316218,54,1
AT_2101427,Zappsport,AVROTROS,"Battle Royale, de grootste battle ooit. Op een verlaten terrein komt een online game tot leven. Vijftig duo's in gekke outfits gaan de strijd met elkaar aan. Het doel: als tweetal of alleen overblijven, dan win je Battle Royale. Onder de spelers bevinden zich twee vip-duo's: Paraduze en OMGitsTiesto en vThorben en MICK.","Battle Royale, de grootste battle ooit. Op een verlaten terrein komt een online game tot leven. Vijftig duo's in gekke outfits gaan de strijd met elkaar aan.",leeftijd-al,28 okt 2018 08:40 - Seizoen 15 Afl. 63 - Battle Royale (2) deel 2,https://images.npo.nl/header/2560x1440/1108339.jpg,https://www.npostart.nl/AT_2101427,54,15
POW_05076295,Goedemorgen Nederland,WNL,"Te gast zijn CDA-kamerlid Henri Bontenbal, Amerikadeskundige Koen Petersen en wethouder wonen van Zaanstad Songül Mutluer. Met hen hebben we het over de exploderende gasprijzen, over Donald Trump die zijn beruchte rallies hervat en over slimme innovaties die kunnen helpen de wooncrisis op te lossen.","Te gast zijn CDA-kamerlid Henri Bontenbal, Amerikadeskundige Koen Petersen en wethouder wonen van Zaanstad Songül Mutluer.",leeftijd-al,Vr  8 okt 08:40 - Seizoen 2021 Afl. 25 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/1622616.jpg,https://www.npostart.nl/POW_05076295,54,2021
VPWON_1325764,Het Klokhuis,NTR,In je eentje achter het stuur van een machine met honderden mensen achterin. Bij het werk van een treinmachinist komt heel wat kijken. Janouk gaat op pad met treinmachinist Abdu. In de simulator mag ze ook zelf een stukje rijden. In een sketch voorkomt een amateurtreinbestuurder een groot ongeluk.,Bij het werk van een treinmachinist komt heel wat kijken. Janouk gaat op pad met treinmachinist Abdu.,leeftijd-al,Di 22 mrt 18:45 - Seizoen 35 Afl.  - Treinmachinist,https://images.npo.nl/header/2560x1440/1681231.jpg,https://www.npostart.nl/VPWON_1325764,54,35
POW_05199044,Guilt,KRO-NCRV,"Ondanks alle moeite van Max en Jake om de boel te sussen, ruikt Walters Amerikaanse nichtje Angie toch onraad. Ze besluit langer in Edinburgh te blijven om uit te zoeken wat haar oom echt is overkomen. Jake is dolblij dat ze bij hem in de buurt blijft, maar Max maakt zich grote zorgen. Langzaam maar zeker raken er steeds meer mensen bij de zaak betrokken.",Walters Amerikaanse nicht Angie ruikt onraad en besluit langer te blijven om uit te zoeken wat haar oom echt is overkomen. Langzaam maar zeker raken er steeds meer mensen bij de zaak betrokken.,"leeftijd-12,geweld,angst,grof_taalgebruik",Zo 14 jan 12:05 - Seizoen 1 Afl. 2 - Guilt,https://images.npo.nl/header/2560x1440/1645970.jpg,https://www.npostart.nl/POW_05199044,44,1
VPWON_1238564,5 minuten over,Moslim Omroep,"Kort gesprek onder leiding van Bastiaan Verberne over de Koran als inspiratiebron. Te gast: Simin Rafati. Soerah An-Nasr is slechts een kort hoofdstuk uit de Koran, maar bevat volgens Simin Rafati zeer veel belangrijke informatie. Er zijn diverse hadith over deze bijzondere soerah uit de Koran geschreven. En het is daarnaast de laatste, complete soerah die geopenbaard is. Simin leest de soerah voornamelijk tijdens het Maghreb gebed. Het geeft haar kracht omdat ze van mening is dat degene die op Allah vertrouwt nooit teleurgesteld zal worden.",Kort gesprek onder leiding van Bastiaan Verberne over de Koran als inspiratiebron. Te gast: Simin Rafati.,leeftijd-al, 3 mei 2015 15:50 - Seizoen 3 Afl. 15 - 5 minuten over,https://images.npo.nl/header/2560x1440/606067.jpg,https://www.npostart.nl/VPWON_1238564,44,3
AT_2139498,Opium op Oerol,AVROTROS,"In een alternatief programma ontmoet Cornald Maas elke aflevering een theatermaker of podiumkunstenaar met een Oerol-verbintenis, onder wie rapper Typhoon, cabaretière Paulien Cornelisse en singer-songwriter Jeangu Macrooy. Daarnaast zijn er drie gezichten dagelijks te zien: cabaretier Harrie Jekkers bezingt het leven vanaf een mooie plek op het eiland, fotograaf en natuurliefhebber Ruben Terlou legt z'n favoriete vogel vast en programmamaker en schrijver Splinter Chabot gaat op zoek naar Terschellingers met een groot Oerol-hart. Singer-songwriter Jeangu Macrooy is te gast. Hij zou ons land vertegenwoordigen op het Songfestival, maar het liep allemaal anders. Wat is zijn band met het Oerolfestival? En heeft hij nieuwe plannen?","Singer-songwriter Jeangu Macrooy is te gast. Hij zou ons land vertegenwoordigen op het Songfestival, maar het liep allemaal anders. Wat is zijn band met het Oerolfestival? En heeft hij nieuwe plannen?","leeftijd-al,grof_taalgebruik",19 jun 2020 19:10 - Seizoen 13 Afl. 5 - Jeangu Macrooy,https://images.npo.nl/header/2560x1440/1406624.jpg,https://www.npostart.nl/AT_2139498,54,13
POW_04922554,Pip en Posy,VPRO,"Pip is een masker aan het versieren als verrassing voor Posy. Als ze bij de speelhoek komt voordat het masker klaar is, doet hij zijn uiterste best een leuk spel te verzinnen, zodat de verrassing niet bedorven wordt omdat Posy die te vroeg ziet.",Pip is een masker aan het versieren als verrassing voor Posy.,leeftijd-al,Vr  4 feb 12:15 - Seizoen 1 Afl. 45 - Posy moet buiten blijven,https://images.npo.nl/header/2560x1440/1683581.jpg,https://www.npostart.nl/POW_04922554,54,1
POW_00587288,Sarah en Eend,VPRO,"Sarah en Eend horen op het nieuws dat er vallende sterren te zien zullen zijn, maar met hun sterrenkijker kunnen ze die niet vinden. De Maan en Venus proberen hen te helpen, maar wat is toch die 'slapende ezel' waar de sterren vandaan zouden moeten komen?","Sarah en Eend horen op het nieuws dat er vallende sterren te zien zullen zijn, maar met hun sterrenkijker kunnen ze die niet vinden. De Maan en Venus proberen hen te helpen.",leeftijd-al,19 sep 2013 07:14 - Seizoen 1 Afl. 18 - Sterren kijken,https://images.npo.nl/header/2560x1440/538696.jpg,https://www.npostart.nl/POW_00587288,54,1
POW_04560743,Tijd voor MAX,MAX,"Uitzending in het teken van het Liliane Fonds, dat zich inzet voor kinderen met een handicap op de armste plekken ter wereld. Acteur en ambassadeur van het Liliane Fonds Fedja van Huêt zet zich in om de acceptatie van deze kinderen te vergroten. Hij is te gast en vertelt onder andere over zijn ontmoetingen met kinderen in Bangladesh, die, net als hun lotgenoten wereldwijd, extra getroffen zijn door de coronacrisis. We horen het verhaal van Juan. Hij is nog maar vier maanden oud en hij is geboren met schisis. Door zijn handicap kan Juan moeilijk drinken. Zonder hulp loopt hij risico snel ondervoed te raken. Corstiaan Breugem, hoogleraar Plastische Chirurgie in het UMC in Amsterdam, opereert veel kinderen met schisis. Hij legt uit wat het precies is. * We vertellen ook het verhaal van de zesjarige Ethny. Zij is doof geboren. Vanwege de extreme armoede in het gezin heeft Ethny nooit de kans gehad om gebarentaal te leren, maar dankzij het Liliane Fonds leren Ethny en haar ouders gebarentaal. Ook Rick Brink, minister van Gehandicaptenzaken, is te gast. En Floor Bazelmans heeft speciaal voor deze uitzending een lied geschreven.","Te gast: Corstiaan Breugem, Chiara Beltramini, Fedja van Huêt, Rick Brink en Floor Bazelmans.",leeftijd-al,28 okt 2020 17:10 - Seizoen 2020 Afl. 156 - Liliane Fonds,https://images.npo.nl/header/2560x1440/1499701.jpg,https://www.npostart.nl/POW_04560743,54,2020
VPWON_1316897,Meer dan Goud,EO,Edith Bosch neemt ons mee in haar leven en vertelt hoe ze van een vechtersbaas is veranderd in de vrouw die ze nu is.,Edith Bosch neemt ons mee in haar leven en vertelt hoe ze van een vechtersbaas is veranderd in de vrouw die ze nu is.,leeftijd-al,Vr 23 jul 21:35 - Seizoen 2021 Afl. 5 - Edith Bosch,https://images.npo.nl/header/2560x1440/1594930.jpg,https://www.npostart.nl/VPWON_1316897,54,2021
POW_04561172,Goedemorgen Nederland,WNL,"Te gast zijn: Ziekenhuisbestuurder Suzanne Kruizinga, politiek verslaggever van de Telegraaf Wouter de Winther en voorzitter van VNO-NCW Hans de Boer. Met hen hebben we het over wat de versoepeling van de lockdown betekent voor het oppakken van de reguliere zorg en over de kappers die volgende week eindelijk weer aan het werk kunnen.","Te gast zijn: Suzanne Kruizinga, Wouter de Winther en Hans de Boer.",leeftijd-al, 7 mei 2020 08:10 - Seizoen 2020 Afl. 88 - Goedemorgen Nederland,https://images.npo.nl/header/2560x1440/1388524.jpg,https://www.npostart.nl/POW_04561172,34,2020
POW_01496165,Lassie Animated,EO,Mevrouw Lee dreigt haar winkel te moeten sluiten omdat de toeristen weggekaapt worden door het hotel van Robert Homburg. Zoë stelt voor om reclame voor haar te maken tijdens de jaarlijkse zeepkistenrace.,Mevrouw Lee dreigt haar winkel te moeten sluiten omdat de toeristen weggekaapt worden door het hotel van Robert Homburg. Zoë stelt voor om reclame voor haar te maken tijdens de zeepkistenrace.,"leeftijd-6,angst", 5 jun 2019 12:45 - Seizoen 2 Afl. 26 - De zeepkistenrace,https://images.npo.nl/header/2560x1440/1230330.jpg,https://www.npostart.nl/POW_01496165,54,2
VPWON_1331493,Wereldse hotels,MAX,"Monica en Giles bezoeken de Schotse Hooglanden om bij The Torridon te werken, het noordelijkste vijfsterrenhotel van Groot-Brittannië. De luxe accommodaties zijn zelfvoorzienend en daarom moet Monica zeewier plukken voor de keuken en helpen bij het hoeden van Highlandrunderen. Intussen leert Giles om toiletbrillen te vervangen en hij gaat met het personeel mee op hun vrije middag, lekker zwemmen in het prachtige, maar stervenskoude loch.","Monica en Giles bezoeken de Schotse Hooglanden om bij The Torridon te werken, het noordelijkste vijfsterrenhotel van Groot-Brittannië.",leeftijd-al,"Wo 10 jan 08:35 - Seizoen 3 Afl. 2 - The Torridon, Scotland",https://images.npo.nl/header/2560x1440/1639602.jpg,https://www.npostart.nl/VPWON_1331493,59,3
VPWON_1326059,Brainwash,Human,"Vaccins met nanotechnologie of Bill Gates als bedenker van het virus: tijdens de pandemie neemt complotdenken een vlucht, ziet cultuursocioloog Stef Aupers. Hij vraagt zich af waarom.","Vaccins met nanotechnologie of Bill Gates als bedenker van het virus: tijdens de pandemie neemt complotdenken een vlucht, ziet cultuursocioloog Stef Aupers. Hij vraagt zich af waarom.",leeftijd-al,14 feb 2021 13:40 - Seizoen 2021 Afl. 7 - Stef Aupers: Complotdenken,https://images.npo.nl/header/2560x1440/1537676.jpg,https://www.npostart.nl/VPWON_1326059,54,2021
BV_101401979,Oppassen!!!,BNNVARA,Comedyserie over twee grootvaders die samen hun kleinkinderen opvoeden omdat de ouders (vader Victor en moeder Simone) het te druk hebben met hun carrière in het Europees parlement en op toneel.,Comedyserie over twee grootvaders die samen hun kleinkinderen opvoeden omdat de ouders (vader Victor en moeder Simone) het te druk hebben met hun carrière in het Europees parlement en op toneel.,"leeftijd-al,grof_taalgebruik",17 nov 2020 16:10 - Seizoen 4 Afl. 5 - Aanstelleritis,https://images.npo.nl/header/2560x1440/1501950.jpg,https://www.npostart.nl/BV_101401979,54,4
VPWON_1322865,Dwars door de Middellandse Zee,VPRO,De tocht van Arnoud Hauben en zijn team werd noodgedwongen ingekort door de coronapandemie. Daarom dook hij in het filmmateriaal. Een aflevering met o.a. een gekocht eiland waar een Belg een ideale samenleving wilde stichten. Het eiland Porquerolles aan de Côte D'Azur werd honderd jaar geleden gekocht door François Fournier.,De tocht van Arnoud Hauben werd noodgedwongen ingekort door de coronapandemie. Daarom dook hij in het filmmateriaal. Met o.a. een gekocht eiland waar een Belg een ideale samenleving wilde stichten.,leeftijd-al,"Za 14 aug 19:45 - Seizoen 1 Afl. 9 - Epiloog: ontmoetingen, bloopers en dronebeelden",https://images.npo.nl/header/2560x1440/1577302.jpg,https://www.npostart.nl/VPWON_1322865,59,1
VPWON_1309114,De Verandering,EO,"Het is 1963 als Luut Schraal wordt geboren op Urk. Het dorp waar kerk, visserij, drugs en drank vechten om de eerste plaats. Luuts vader is in die dagen een gewaardeerd visser. Doordeweeks werkt hij keihard op een kotter, maar in het weekend zuipt hij zich lam. Toch houdt Luut onvoorwaardelijk veel van zijn vader. Maar dan gebeurt er een onvoorstelbare ramp. Tijdens een weekend thuis is zijn vader zo dronken dat hij van de trap valt en overlijdt. Luut is dan pas vijftien jaar. Hij is de wanhoop nabij, maar voelt vanbinnen ook een enorme boosheid. Die boosheid richt zich vooral tegen God. In zo'n wrede God wil Luut niet meer geloven en hij besluit alleen nog maar voor zichzelf te leven en zijn droom, om een beroemde dj en zanger te worden, na te jagen. Binnen de kortste keren is Luut een feestbeest van de bovenste plank en het lukt hem zelfs om met Ilse de Lange op te treden. Maar met al het feesten treden ook drank en cocaïne in het leven van Luut binnen. Hij trouwt, maar dat huwelijk houdt geen stand. Er volgt een scheiding en dat is op Urk iets wat moeilijk te verteren is. Maar Luut leeft vrolijk verder en verdient veel geld met zijn artiestenbestaan. Dat alles direct opgaat aan drank en drugs, nee, daar zit Luut niet echt mee. Als Luut dertig is, ontmoet hij Marianne en alhoewel ze flink wat jaren jonger is, beginnen ze stiekem een relatie. Als Marianne drie jaar later zwanger raakt, besluiten ze te trouwen. Maar nog steeds leeft Luut voor zichzelf en laat Marianne en hun kind vaak alleen achter. Opnieuw dreigt een scheiding. Maar dan beginnen mensen met Luut over een liefdevolle God te praten en als Marianne ook tot geloof komt, ziet Luut dat het leven dat hij leidt hem niks heeft gebracht dan diepe ellende en hij besluit op een zondag eens mee naar de kerk te gaan.","Het is 1963 als Luut Schraal wordt geboren op Urk. Het dorp waar kerk, visserij, drugs en drank vechten om de eerste plaats.",leeftijd-al, 1 feb 2020 19:20 - Seizoen 2020 Afl. 4 - Luut Schraal,https://images.npo.nl/header/2560x1440/1338264.jpg,https://www.npostart.nl/VPWON_1309114,54,2020
